51302571482,egg,209,241
51302573040,gcf,59,48
51302591833,fef,246,106
51302597698,gae,92,8
51302616191,fge,17,229
51302695512,abf,188,116
51302699870,ebg,270,173
51302734658,efe,268,286
51302770298,eca,220,39
51302785325,eeg,286,30
51302807491,ffc,279,142
51302829402,aef,130,211
51302832572,eef,230,41
51302879346,cgg,38,52
51302890064,egd,173,28
51302964446,ebf,142,28
51303004911,fed,169,29
51303007536,cfe,61,203
51303021047,ecf,195,289
51303044250,dgf,245,263
51303056607,bgb,269,99
51303064521,acb,93,108
51303071417,baf,177,225
51303146833,abe,194,98
51303161644,aba,119,233
51303280691,beg,8,218
51303299669,bbb,98,48
51303311353,efg,159,78
51303324863,ega,119,121
51303380862,cac,58,277
51303449992,ebd,1,117
51303501353,fee,46,156
51303505810,ecb,295,275
51303509644,bcd,54,184
51303533833,add,123,132
51303540350,cba,90,252
51303542363,fge,279,235
51303564475,dbd,187,178
51303571746,cgc,122,26
51303585222,edg,237,200
51303595437,aaf,207,143
51303707759,gdc,271,53
51303721020,beg,172,209
51303721580,aac,146,110
51303753890,bdd,4,255
51303769862,ebd,83,133
51303787564,add,265,155
51303826811,baa,164,78
51303829860,ddg,167,52
51303853574,fce,86,109
51303858654,aed,293,135
51303861197,dfc,44,288
51303862368,aee,103,158
51303871497,aac,158,100
51303901121,fbb,240,134
51303907019,bdd,260,211
51303925688,fdb,47,179
51303935217,aga,296,290
51303937597,bea,77,157
51303940037,efc,58,92
51303945053,eea,14,64
51303945674,bee,206,32
51303965864,ega,253,113
51303976044,dgc,205,75
51304066411,afa,89,205
51304078350,efe,101,314
51304121098,dcd,188,35
51304121574,dag,286,176
51304132835,dab,133,109
51304136335,bec,37,298
51304151302,abe,239,103
51304160522,cdb,189,99
51304161820,cdc,31,220
51304163707,bbe,215,8
51304205114,gfa,298,283
51304225621,abb,19,295
51304227100,bac,161,294
51304230235,ffg,48,270
51304242289,fae,154,171
51304249064,geb,227,135
51304252089,aff,293,26
51304268857,dgc,233,84
51304282121,gfa,291,249
51304296654,bfg,260,176
51304310299,feg,107,229
51304320696,agb,64,182
51304321266,dcf,198,131
51304324018,fcd,180,21
51304344808,bdf,35,168
51304347593,cda,178,172
51304413610,efg,232,63
51304422808,bbf,65,233
51304443850,gde,109,38
51304457682,bcf,43,196
51304463847,edc,135,160
51304518029,ged,169,86
51304519176,gfb,73,227
51304524629,dga,102,209
51304555352,bcb,99,43
51304560155,eda,212,33
51304569215,agg,171,249
51304581969,ead,62,31
51304627007,gac,239,124
51304630500,aaf,127,140
51304642277,eba,222,97
51304642399,cda,16,142
51304647712,acc,185,186
51304661282,gfe,160,263
51304688484,ceg,182,128
51304692669,aee,12,154
51304721288,fdf,8,197
51304743573,ggb,65,227
51304756676,egb,275,296
51304791472,bce,91,134
51304803086,ffb,259,77
51304866213,ddd,279,283
51304897327,bbc,203,299
51304897733,ebb,134,158
51304908868,eff,272,145
51304912298,ddd,191,283
51304922964,fgg,137,242
51304938653,ceg,32,138
51304963199,cce,62,202
51304997075,ecd,136,250
51305008210,edf,74,208
51305115914,fec,135,288
51305116968,gca,136,160
51305131727,aae,15,209
51305135628,ggg,88,285
51305137320,dea,129,242
51305145705,bea,29,169
51305163070,fcg,247,158
51305181977,dbe,105,194
51305207304,aag,220,274
51305253258,afb,29,58
51305255340,fcg,198,145
51305260192,bfb,187,207
51305281020,dgc,213,71
51305288203,eae,111,138
51305326997,adf,190,39
51305342763,ecc,104,147
51305342862,dcb,220,25
51305349825,aec,245,11
51305351389,edd,204,159
51305423777,cbd,42,81
51305425217,cab,75,158
51305476691,cge,288,221
51305482329,aga,231,290
51305483177,cdg,1,7
51305497236,cag,147,47
51305521736,cca,123,159
51305528382,bdd,129,185
51305546607,ebg,136,147
51305557989,caa,254,20
51305561565,ebg,143,135
51305581800,fgb,292,237
51305598200,ggd,72,105
51305610148,gbg,32,108
51305644909,fda,262,142
51305673305,fgf,60,112
51305684953,fba,181,188
51305705052,ggc,151,13
51305717718,adc,63,7
51305731878,bgf,184,281
51305741896,deb,99,89
51305762255,dgd,167,248
51305779617,dff,49,86
51305799490,aad,290,228
51305808179,fba,117,178
51305810562,fef,270,104
51305820444,aca,258,114
51305879036,fge,243,246
51305884856,fbc,294,294
51305885144,cca,179,130
51305900602,bbg,61,154
51305901437,aeb,156,44
51305946524,agc,250,80
51305972129,agg,138,216
51305976687,eff,230,131
51305996246,dfc,273,279
51305997699,fbg,53,29
51306029906,eeb,113,209
51306052908,bdd,80,183
51306066402,cdc,101,250
51306086788,acd,146,234
51306107947,abb,211,345
51306153683,dga,294,238
51306155862,gda,124,221
51306202020,bae,213,8
51306231423,bgg,203,140
51306239398,gba,157,268
51306258331,fac,48,240
51306267374,gga,138,111
51306270468,fed,247,29
51306282475,ddg,100,48
51306298213,fcd,280,17
51306302011,ffc,85,115
51306311506,ceg,195,121
51306347725,gdb,221,167
51306357174,dcg,41,251
51306357708,gbc,55,89
51306366825,bdg,33,232
51306405524,ebe,236,206
51306411593,dca,175,169
51306426320,ffb,273,87
51306432616,gbe,63,38
51306434768,cdd,224,271
51306435904,aga,214,307
51306443220,cfb,260,183
51306467337,bdb,1,65
51306471905,cbg,179,122
51306482027,acg,108,159
51306536789,cge,131,209
51306544997,cee,287,39
51306565299,ceb,47,119
51306570433,cec,155,24
51306589896,bab,64,119
51306594742,aed,13,113
51306612983,cad,44,270
51306619766,egg,272,248
51306632832,dge,104,92
51306635890,fdg,145,231
51306681124,bad,257,42
51306692496,caf,133,259
51306693751,abg,72,164
51306695151,abc,110,292
51306708890,afd,91,269
51306713573,fad,251,284
51306717552,fgg,125,217
51306738253,fbd,21,24
51306743712,fbb,108,146
51306775295,gad,279,101
51306793348,edc,163,180
51306793773,eff,78,141
51306799502,adb,105,273
51306822623,ffa,227,177
51306831027,dab,180,112
51306838612,fde,267,169
51306843521,cgd,277,167
51306846361,dfe,289,217
51306858653,gfg,12,51
51306895536,gee,238,269
51306911024,daf,111,241
51306912434,bed,40,207
51306912783,bfa,228,292
51306913587,gbb,281,284
51306928496,aga,126,331
51306967269,dfb,165,142
51306997798,ffd,228,88
51307002334,dcb,160,22
51307002930,baa,91,73
51307066477,ada,84,13
51307076696,afc,130,137
51307084900,gde,20,43
51307120344,bfg,91,184
51307126237,fdd,36,182
51307133217,cfe,66,176
51307133457,aef,123,198
51307146142,bde,127,297
51307186824,bcc,199,267
51307215134,bdb,70,65
51307272262,ccg,283,151
51307282052,ccd,117,174
51307291076,ddg,217,43
51307314975,edc,128,201
51307339513,adc,207,7
51307360078,bgc,223,159
51307368453,fcb,176,126
51307369725,bge,66,113
51307383113,gbe,119,32
51307385596,gea,186,64
51307395539,eba,292,86
51307395861,gbf,194,217
51307396769,fef,246,117
51307409104,gcd,147,92
51307414215,cce,227,204
51307432859,fdf,41,169
51307464220,deb,87,104
51307468902,cdb,68,102
51307468987,gcc,133,192
51307494415,dbf,264,132
51307501074,aea,148,37
51307511666,aea,148,41
51307519395,age,129,106
51307529989,adg,108,65
51307531783,cgc,8,21
51307555777,gbg,35,86
51307557949,bfb,25,240
51307563041,dac,110,284
51307569920,ead,201,28
51307609893,cea,218,112
51307633154,bcg,229,240
51307643984,fda,33,150
51307644326,dcc,64,112
51307647687,dad,17,185
51307648822,cga,294,172
51307662406,dde,57,230
51307667375,bce,127,156
51307676822,agd,145,260
51307682083,ddf,259,112
51307688195,gfb,131,247
51307697297,ebc,10,76
51307703227,eaa,13,271
51307705351,aga,114,390
51307745605,dec,275,191
51307748760,agg,111,231
51307750519,edc,287,188
51307782391,dgg,201,119
51307789192,ebf,239,33
51307808212,dbe,200,162
51307844187,fae,59,174
51307848004,cbd,129,70
51307849026,cgc,224,19
51307862436,eca,183,41
51307865996,gfa,58,251
51307905592,daa,226,65
51307909959,dab,267,117
51307916559,gde,101,51
51307926300,fcc,35,113
51307948612,ded,229,183
51307950588,gff,52,179
51307973152,ead,147,29
51307975047,afb,161,63
51308052030,dcg,197,215
51308059953,fca,90,215
51308069830,dba,35,194
51308080970,gdb,112,178
51308128371,bfd,93,160
51308133178,gdd,12,222
51308148334,dca,281,155
51308155446,cef,195,242
51308170303,fag,199,62
51308174730,gcf,135,39
51308219139,bbg,293,152
51308223551,ede,59,60
51308224747,eaf,207,161
51308228155,eed,282,71
51308255389,ffg,226,234
51308266765,eac,122,104
51308290470,cgf,272,8
51308297055,ebe,20,168
51308299757,acb,104,113
51308303532,eef,143,41
51308303874,baf,70,211
51308306475,afg,296,15
51308311279,cec,17,23
51308327523,deb,180,91
51308333012,fbe,145,125
51308334364,fdg,287,194
51308344884,bbd,63,115
51308349181,ccc,298,104
51308354721,gcf,298,40
51308355307,eee,2,84
51308356681,ege,92,50
51308374422,gab,245,46
51308376699,ggf,165,289
51308417818,dfa,49,278
51308421501,cbc,227,294
51308438335,cgb,205,74
51308455846,feb,17,137
51308473985,gbb,281,244
51308488121,geg,132,196
51308496532,bag,28,196
51308511801,bga,27,94
51308512894,ddb,146,137
51308519665,ccf,217,131
51308529074,fgc,93,67
51308540696,fee,170,168
51308541012,fff,43,166
51308541988,fbf,128,152
51308568798,cfg,193,112
51308574877,gcc,161,220
51308577017,cbc,206,244
51308577557,cfd,147,207
51308583216,cda,76,134
51308583374,bda,226,250
51308610408,edg,85,227
51308626538,efc,166,102
51308629505,geg,37,231
51308660184,faf,42,154
51308666176,fea,6,233
51308671319,cff,266,135
51308699086,fff,195,174
51308725318,ecf,242,257
51308727375,cge,42,198
51308755291,bfe,105,254
51308793318,gcg,36,248
51308794116,edg,245,261
51308796503,bee,51,30
51308797496,bfc,30,8
51308797618,ddg,234,34
51308821056,aed,166,93
51308827676,ffe,165,172
51308831231,cbe,77,248
51308856108,acg,228,155
51308861631,fgg,84,180
51308864732,bfd,6,148
51308884092,cdf,260,67
51308886892,deg,124,171
51308900488,cfc,65,289
51308904457,dfd,204,171
51308908147,cde,95,241
51308918283,ggg,262,290
51308922986,gag,76,131
51308929825,eag,217,296
51308939562,gdc,240,61
51308951470,cfa,202,29
51308968659,bac,161,255
51308975190,cae,196,301
51308982884,age,224,86
51308983878,efa,79,273
51308990392,gec,172,147
51309002080,dbb,242,83
51309009416,abe,203,85
51309026153,ccb,145,277
51309049213,aec,65,12
51309114815,beb,144,311
51309120987,bef,278,243
51309125757,efd,289,206
51309165505,def,186,206
51309183289,bcd,191,172
51309195023,aee,285,144
51309203040,bfb,54,218
51309206846,dbc,129,244
51309234120,faa,163,273
51309254745,agb,263,154
51309258301,ecg,146,153
51309275194,caf,233,269
51309287706,fce,203,97
51309289673,bfc,143,9
51309322459,cga,148,185
51309327422,gaf,138,277
51309358586,ffa,61,191
51309360752,dda,13,199
51309371534,dgc,22,75
51309372791,dac,92,332
51309373225,fcf,38,177
51309395141,cbf,240,230
51309403330,cac,39,324
51309424575,gbd,274,274
51309430661,abb,195,393
51309444538,bba,31,284
51309448240,dfg,61,130
51309465617,ece,177,95
51309467648,gfc,167,60
51309492318,gdg,217,269
51309503605,fgf,165,110
51309528832,fec,162,253
51309529138,bca,200,158
51309529327,abf,173,107
51309554535,ggf,114,312
51309559584,ddf,262,90
51309563882,efg,2,74
51309567303,cag,62,46
51309569931,cce,3,175
51309579446,bcf,115,227
51309585907,abd,210,65
51309586404,aeg,182,268
51309605427,dbf,171,147
51309605748,egc,273,305
51309606597,eeg,280,27
51309609803,afb,68,70
51309625585,acc,46,219
51309659371,dae,155,43
51309701679,ged,126,74
51309705344,gae,241,7
51309727343,aab,213,227
51309729383,ceg,259,131
51309763071,fab,95,170
51309780761,gca,62,156
51309800081,dfd,101,141
51309802354,gaa,234,64
51309809444,gad,260,111
51309823382,efb,36,41
51309825765,acf,231,167
51309878081,bff,80,187
51309882342,ddb,47,116
51309887901,ade,121,221
51309893083,dee,237,36
51309911518,gdf,189,186
51309913445,aaa,165,303
51309923292,geb,246,153
51309925540,aec,200,12
51309941875,bdc,292,260
51309954052,dbe,9,131
51309982340,afe,276,96
51309997080,cfb,13,208
51310029379,eab,229,94
51310056767,eab,275,84
51310070056,cdf,14,69
51310073568,gef,278,26
51310078984,aac,48,100
51310122995,dde,30,190
51310151039,gdc,97,56
51310166184,gcb,29,5
51310175614,gcf,143,44
51310200368,fca,249,172
51310254198,fdc,287,8
51310275677,fga,76,137
51310299864,ffg,171,219
51310300706,bfa,118,274
51310301136,ada,236,12
51310335241,cbb,158,283
51310346914,cfe,97,176
51310351132,cgf,236,9
51310382433,ddc,199,324
51310440435,ccc,211,113
51310441918,gbc,34,71
51310460682,bgd,175,91
51310476747,faa,13,289
51310512933,gce,133,117
51310522568,dgb,185,250
51310523374,ccg,151,170
51310524471,cba,16,224
51310535049,agf,299,149
51310537892,gad,31,103
51310553440,fee,207,168
51310576951,ddd,185,283
51310589922,dfa,273,266
51310603422,fba,11,170
51310635750,fgd,190,199
51310642877,bdc,252,293
51310651351,eeb,101,167
51310663179,ccc,52,113
51310673852,bgc,3,189
51310721288,bae,51,7
51310743576,dac,17,358
51310764021,ggc,198,15
51310771881,gge,169,149
51310772439,abc,55,327
51310786996,cdf,221,82
51310794862,cfd,116,192
51310811500,bgg,270,152
51310816867,gfe,106,252
51310859097,ace,200,282
51310896907,eed,24,68
51310900951,gae,52,6
51310915283,dgd,89,252
51310954674,aba,156,198
51310972651,gbc,285,73
51310995873,gbd,248,271
51311031378,beb,141,270
51311036412,feg,71,251
51311047181,cdd,131,281
51311083499,caa,80,16
51311096493,aga,195,397
51311104433,ccb,258,274
51311105386,baa,205,80
51311114653,cfb,89,222
51311120999,ecc,273,161
51311129657,gac,40,136
51311131328,aec,206,12
51311149543,gbc,28,83
51311177382,dbg,65,191
51311192611,gfd,270,178
51311241627,egg,79,233
51311248847,daf,36,228
51311255580,aec,212,13
51311258837,fbc,118,296
51311267265,cga,50,170
51311269670,cef,59,242
51311277504,aed,105,110
51311281865,eeg,218,22
51311315894,fcc,242,106
51311328898,ebb,227,143
51311330825,dce,175,81
51311357685,ggf,299,252
51311382605,egc,195,283
51311389449,baa,260,72
51311403698,bbb,196,42
51311407321,dac,287,293
51311412192,gbg,35,82
51311417354,bcf,264,247
51311420191,bcb,40,45
51311447460,dgf,133,236
51311447992,fbd,228,24
51311452091,eec,214,333
51311467854,dbd,10,179
51311469389,dfd,85,167
51311471600,eea,248,58
51311473970,bcd,96,158
51311476512,gfg,227,60
51311477947,edb,128,157
51311478035,fcc,215,125
51311503595,cgg,202,54
51311512900,ebc,272,87
51311531010,cae,104,322
51311558074,dbe,120,106
51311574004,fac,135,278
51311587059,agd,157,280
51311609023,aac,269,98
51311668413,dgf,80,271
51311693913,dgg,155,95
51311718097,add,39,128
51311774424,ade,10,221
51311784352,bdd,93,208
51311804129,dec,264,154
51311804363,fag,2,50
51311806685,aae,139,167
51311822936,ggf,293,282
51311836518,egd,88,24
51311881207,bce,137,173
51311906791,fbe,138,101
51311918697,bbe,143,8
51311928754,ced,101,334
51311934658,egf,277,223
51311948737,ggg,132,232
51311977557,gab,174,38
51312014799,fgb,146,222
51312030395,bcg,222,264
51312051679,faa,288,323
51312169059,cgd,78,165
51312177238,cea,110,96
51312186149,fbc,221,278
51312230417,dfc,164,256
51312283948,edf,10,208
51312301834,fca,205,139
51312315951,bec,220,250
51312356950,gfa,158,245
51312369002,ffc,255,106
51312415788,cfb,211,246
51312422389,fff,170,153
51312426525,dff,112,72
51312448167,bge,118,102
51312471847,abb,12,341
51312475218,eda,238,35
51312485852,abg,90,188
51312489068,edg,95,258
51312505117,ecd,4,235
51312520487,ada,173,9
51312521785,fcg,231,123
51312550773,bfd,156,125
51312583670,eab,144,93
51312605800,fga,222,135
51312610355,cdf,290,77
51312618588,bcg,14,295
51312650747,ebd,21,118
51312652074,eee,49,92
51312659708,gga,143,129
51312686740,ggf,142,304
51312705002,aad,93,193
51312714434,cbe,76,260
51312716302,bgb,51,81
51312744695,dce,281,85
51312746510,aaf,82,156
51312803723,gcd,147,80
51312871872,dac,291,339
51312943458,fcf,141,180
51312945961,def,193,175
51312954608,ebd,133,123
51312970891,bbf,175,242
51312971431,ecb,167,316
51312972759,cee,256,35
51312980020,bge,210,99
51313021344,dag,140,146
51313024663,cgb,291,76
51313044114,gad,168,119
51313060321,fbd,73,25
51313062560,adf,189,39
51313062810,eca,6,40
51313088514,dcb,85,17
51313096459,gcc,235,224
51313129355,dab,286,93
51313134015,gfc,61,68
51313144697,gdg,148,295
51313148192,cbc,38,285
51313150660,ced,25,297
51313152132,gge,21,134
51313166980,fae,206,140
51313167687,dcd,45,28
51313196014,dgd,251,267
51313204136,adc,43,8
51313210560,gef,185,23
51313230174,gda,246,234
51313239738,cdg,46,7
51313242117,gge,166,109
51313244079,beg,129,171
51313249339,ggf,294,300
51313249394,bfd,187,131
51313257828,bdc,27,272
51313277741,ffg,174,236
51313292871,dcf,198,150
51313334589,cgg,32,56
51313346933,bfb,226,174
51313349915,ccd,294,161
51313379648,faf,93,161
51313406507,gfd,218,165
51313425558,cfe,207,140
51313427889,egd,49,23
51313440559,aff,187,22
51313454377,fff,179,142
51313455645,gbc,169,80
51313472595,egb,150,278
51313474023,ded,28,183
51313476600,edg,84,281
51313492746,fdb,236,198
51313504750,aef,53,188
51313534891,ega,196,123
51313535584,efe,186,270
51313536498,cad,87,291
51313546830,geg,220,191
51313572449,abg,224,178
51313574173,fbf,56,132
51313577257,bgf,85,244
51313599040,bdf,275,156
51313600481,fcd,212,19
51313616413,bbg,30,150
51313638171,dfe,5,184
51313665856,daa,229,75
51313667543,abc,46,385
51313672524,bce,182,173
51313673010,dgf,210,216
51313696684,dbb,251,75
51313716682,bbc,86,343
51313729059,bgc,73,183
51313730492,eca,260,34
51313747390,baf,215,240
51313755671,fad,6,247
51313784549,afa,175,229
51313786469,dcc,213,113
51313814643,dgg,73,76
51313817424,fdb,62,217
51313839755,efg,245,76
51313857342,cca,157,128
51313863338,cec,276,18
51313872779,cec,92,14
51313907602,bda,286,245
51313932642,agd,180,302
51313964408,dgc,46,79
51313975051,fce,214,101
51313981400,ggb,219,222
51313991795,bea,254,189
51313992105,gdb,266,208
51314015131,aag,289,221
51314050700,dcg,19,219
51314053440,efg,296,74
51314060276,edd,31,171
51314069970,dbc,3,197
51314071366,agc,35,64
51314078902,cge,195,190
51314085285,aec,259,12
51314098851,fgb,14,197
51314101864,cgc,121,20
51314111475,cfg,97,120
51314136568,fed,105,31
51314141017,deb,231,79
51314168839,dee,142,36
51314168903,fff,18,119
51314177037,aeb,29,38
51314197766,cea,268,88
51314209822,ddc,250,294
51314215357,agg,1,254
51314268889,cfg,74,99
51314291787,gea,234,64
51314292931,gce,129,135
51314306014,eda,187,41
51314311042,adb,259,242
51314311424,cef,99,225
51314314540,bdg,152,194
51314324136,ceg,90,134
51314351215,gde,222,55
51314391851,fed,173,35
51314451686,bed,3,188
51314469514,gee,23,263
51314470577,gda,61,212
51314475887,ada,210,9
51314503100,cag,124,47
51314561482,ada,88,8
51314576380,acd,191,278
51314578811,fdg,50,203
51314597820,cde,217,221
51314611191,eac,42,122
51314622031,fge,215,255
51314622727,gca,100,141
51314623835,ecc,36,189
51314636726,eaa,291,289
51314658238,ddd,58,322
51314673297,cbg,230,114
51314678520,fbg,297,23
51314689613,cda,243,113
51314693197,gba,66,297
51314710288,cab,79,162
51314715814,bcg,23,309
51314728771,dff,33,77
51314739852,gcd,142,72
51314756903,dea,54,254
51314758387,fac,290,239
51314789117,gab,136,41
51314794965,eae,76,115
51314887967,bfc,135,10
51314889938,bfb,156,180
51314899969,bec,199,282
51314925549,ged,200,86
51314940172,aga,174,337
51314954190,dge,166,89
51314958998,afc,236,128
51314963683,ffd,78,82
51315004414,ffb,207,93
51315045048,dgf,286,209
51315062236,cgg,29,64
51315066352,cdf,26,69
51315074492,aca,246,129
51315077809,cdc,4,227
51315082526,gcb,160,5
51315124870,eff,24,153
51315165528,bde,298,308
51315191876,fdc,8,8
51315193742,egc,214,294
51315216974,eff,86,134
51315218988,gga,74,126
51315253799,deb,93,90
51315254214,cec,51,12
51315269439,bff,150,220
51315273934,efd,295,224
51315276275,cbe,150,210
51315294069,fde,67,153
51315309325,gbe,231,35
51315317511,ccc,131,129
51315335951,bcc,29,275
51315340688,cbb,176,311
51315376131,ebg,59,126
51315410277,fdd,278,171
51315464661,cec,65,14
51315468610,efc,130,105
51315498217,fbb,6,147
51315522883,ggd,154,90
51315535068,fcf,259,176
51315537542,gee,167,252
51315537676,eeb,192,195
51315552214,fcf,116,163
51315565923,dga,62,233
51315575919,fdc,55,7
51315591898,bdb,106,76
51315623413,afa,291,192
51315623844,ddf,105,101
51315638802,ece,236,85
51315667923,fbd,189,20
51315684521,dfb,286,167
51315690649,ceb,4,120
51315694145,gfc,258,65
51315699607,cbf,116,253
51315702480,dab,267,74
51315732413,beb,162,234
51315752894,efa,194,262
51315753509,gcg,58,255
51315766531,cdb,297,100
51315790453,gcc,218,219
51315797628,geg,141,210
51315810667,bcc,278,321
51315837544,aee,261,141
51315838723,dbf,259,145
51315841901,dbd,196,211
51315874008,cef,59,234
51315878422,gbd,288,216
51315893969,edc,70,172
51315923426,gag,94,119
51315937015,fbe,188,94
51315939889,bfg,110,206
51315945736,bbc,203,284
51315968960,gae,38,5
51315969162,fdf,182,174
51315975268,ebc,219,85
51315976101,bad,67,39
51316022770,gbf,298,193
51316027939,gdf,236,200
51316041499,dee,242,29
51316048494,bef,54,262
51316052066,ecg,4,166
51316076832,efg,285,79
51316093209,abd,280,58
51316099298,fgf,280,100
51316100227,ege,190,40
51316101478,ddc,210,255
51316112089,dea,260,299
51316113310,bga,90,97
51316165062,cec,88,14
51316171802,abe,52,80
51316174486,ebe,275,134
51316175879,ggd,234,100
51316176496,gde,122,53
51316178573,afg,136,17
51316200883,gae,192,5
51316227145,dad,160,168
51316260941,eea,183,67
51316262901,cfc,296,300
51316304710,bce,105,145
51316330905,egg,197,260
51316354912,cdg,46,7
51316358502,bab,158,117
51316375686,eca,282,27
51316377599,bgd,188,103
51316381269,fgc,276,79
51316382877,bcf,30,264
51316384891,dgg,231,79
51316390155,aab,139,206
51316397364,cbd,215,78
51316397788,dfa,299,242
51316402608,cce,89,150
51316406994,gfd,28,176
51316419602,dae,47,47
51316468520,aac,231,86
51316469194,aed,69,99
51316488051,gcf,137,45
51316516557,adf,297,40
51316542116,add,247,116
51316550966,bff,110,200
51316560525,eef,284,37
51316566202,gdb,47,245
51316571941,bec,20,270
51316576447,afd,126,228
51316576677,baa,225,75
51316580735,gcc,299,227
51316602357,cae,283,302
51316659488,gaa,164,56
51316676712,dgd,82,234
51316685359,caf,155,231
51316685753,fgg,47,156
51316696610,afg,21,18
51316720313,dcd,8,28
51316730245,ebd,55,103
51316735294,gfb,256,276
51316758184,cce,227,157
51316775192,aea,118,40
51316778187,aad,63,187
51316796730,bab,31,114
51316799930,ddb,100,109
51316806174,bbe,129,9
51316825310,bcd,179,126
51316847168,gbb,55,217
51316861480,fef,4,119
51316873737,bgc,45,190
51316877722,fgd,281,208
51316885704,ebf,107,36
51316890391,ddf,297,106
51316906141,afg,95,20
51316938895,ddg,90,40
51316959528,acb,11,101
51316965042,fcb,157,148
51316976306,aaa,45,360
51316977997,dab,5,82
51316979936,gef,276,27
51317006824,bbd,34,96
51317026256,ecf,261,274
51317043291,ded,182,197
51317047385,dcd,78,31
51317055902,feg,127,228
51317085470,gae,117,5
51317103816,bdg,63,197
51317109034,edf,280,205
51317127461,cbe,232,176
51317132658,fbd,38,17
51317139525,ede,139,57
51317151193,feb,182,132
51317153746,deg,154,189
51317179248,bcb,238,48
51317224131,eba,10,101
51317247433,eca,77,32
51317264721,bdd,92,245
51317266801,dca,131,178
51317297233,bca,164,139
51317298079,cdf,266,77
51317311819,ece,152,77
51317311858,age,63,92
51317323277,eaf,217,186
51317325663,ccf,286,146
51317352989,ced,287,320
51317387854,dde,287,161
51317395718,gff,196,175
51317399764,faf,134,146
51317427880,caf,129,240
51317430814,cac,44,346
51317473302,eeg,24,17
51317493251,afb,67,57
51317495935,efd,294,181
51317498940,fbb,74,124
51317517514,dac,216,386
51317518252,adg,130,70
51317531511,bfe,110,259
51317572151,ccb,243,326
51317579356,fbb,102,126
51317580720,ead,153,28
51317589740,gbf,1,227
51317603111,acf,151,155
51317620263,fda,122,163
51317620666,gdd,91,237
51317627362,dfd,215,185
51317669860,fbf,294,109
51317676530,eea,174,64
51317679678,bee,44,29
51317691053,fab,183,153
51317701917,fbg,138,25
51317734556,ebg,162,104
51317771129,bga,36,104
51317830580,cea,285,86
51317840102,ebb,211,122
51317846181,gaf,20,229
51317859041,eee,146,92
51317869338,agb,188,138
51317889433,bcc,297,272
51317891978,bba,217,323
51317908891,bde,190,246
51317927702,fgc,69,93
51317948579,afe,80,108
51317951254,bbg,204,144
51317951688,fgb,118,159
